ISO3_code,Location,Age,person_id
IND,India,0,359795026
IND,India,0,179265926
IND,India,0,300537879
IND,India,0,630913005
IND,India,0,208769544
IND,India,0,585539704
IND,India,0,546243883
IND,India,0,811751515
IND,India,0,919319351
IND,India,0,568464875
IND,India,0,441822867
IND,India,0,256926413
IND,India,0,472536581
IND,India,0,449699369
IND,India,0,631808419
IND,India,0,156435846
IND,India,0,250158593
IND,India,0,874292272
IND,India,0,768069312
IND,India,0,347774759
IND,India,0,783283173
IND,India,0,493333453
IND,India,0,528711541
IND,India,0,648667237
IND,India,0,449958670
IND,India,0,249722297
IND,India,0,455684824
IND,India,0,810853712
IND,India,0,444872798
IND,India,0,941003782
IND,India,0,918615905
IND,India,0,586680969
IND,India,0,661137285
IND,India,0,936660279
IND,India,0,923780518
IND,India,0,566210333
IND,India,0,607362687
IND,India,0,746067976
IND,India,0,458903594
IND,India,0,554979752
IND,India,0,962118486
IND,India,0,217930818
IND,India,0,735509082
IND,India,0,340577977
IND,India,0,746835350
IND,India,0,130274038
IND,India,0,522086700
IND,India,0,625015688
IND,India,0,180605771
IND,India,0,399333413
IND,India,0,938024563
IND,India,0,498189369
IND,India,0,470999599
IND,India,0,372217421
IND,India,0,260959238
IND,India,0,858792707
IND,India,0,819433293
IND,India,0,305357228
IND,India,0,708182153
IND,India,0,169346850
IND,India,0,658831476
IND,India,0,137926929
IND,India,0,276495935
IND,India,0,217662871
IND,India,0,647754060
IND,India,0,580972184
IND,India,0,495010305
IND,India,0,741212535
IND,India,0,196161394
IND,India,0,679487078
IND,India,0,670580168
IND,India,0,472644495
IND,India,0,870291178
IND,India,0,363993690
IND,India,0,331914503
IND,India,0,515025109
IND,India,0,381356167
IND,India,0,163361909
IND,India,0,337036193
IND,India,0,210971260
IND,India,0,312975638
IND,India,0,927785835
IND,India,0,742426449
IND,India,0,856093665
IND,India,0,838650451
IND,India,0,454381890
IND,India,0,513269570
IND,India,0,270091694
IND,India,0,987228239
IND,India,0,363540061
IND,India,0,984083342
IND,India,0,557581566
IND,India,0,431692276
IND,India,0,971522116
IND,India,0,907397222
IND,India,0,779672487
IND,India,0,881189575
IND,India,0,419875515
IND,India,0,395878639
IND,India,0,710474475
IND,India,0,417923822
IND,India,0,901545211
IND,India,0,641955301
IND,India,0,358987745
IND,India,0,509508699
IND,India,0,990374843
IND,India,0,711007534
IND,India,0,163548713
IND,India,0,703979056
IND,India,0,583018581
IND,India,0,901227799
IND,India,0,309519525
IND,India,0,799408011
IND,India,0,142252474
IND,India,0,175671439
IND,India,0,176557433
IND,India,0,828563545
IND,India,0,937221688
IND,India,0,944690200
IND,India,0,626473458
IND,India,0,298161818
IND,India,0,381053586
IND,India,0,850004393
IND,India,0,256809721
IND,India,0,540302612
IND,India,0,460772971
IND,India,0,479206163
IND,India,0,165407843
IND,India,0,690482554
IND,India,0,266122562
IND,India,0,584131994
IND,India,0,190190129
IND,India,0,626248516
IND,India,0,214696642
IND,India,0,492266857
IND,India,0,257592754
IND,India,0,423114221
IND,India,0,249130533
IND,India,0,605794755
IND,India,0,907892128
IND,India,0,252993155
IND,India,0,182341031
IND,India,0,852961083
IND,India,0,268353124
IND,India,0,931724423
IND,India,0,288350252
IND,India,0,744127800
IND,India,0,646065170
IND,India,0,810370896
IND,India,0,872983432
IND,India,0,952888055
IND,India,0,281208987
IND,India,0,792250802
IND,India,0,119617585
IND,India,0,231831822
IND,India,0,963405766
IND,India,0,170336995
IND,India,0,921111545
IND,India,0,833460099
IND,India,0,857459510
IND,India,0,696506674
IND,India,0,875477456
IND,India,0,969360177
IND,India,0,980171192
IND,India,0,361053849
IND,India,0,793076284
IND,India,0,745278758
IND,India,0,130267534
IND,India,0,755784934
IND,India,0,191168405
IND,India,0,941286617
IND,India,0,528927017
IND,India,0,782336933
IND,India,0,975956357
IND,India,0,216340058
IND,India,0,702985105
IND,India,0,209046081
IND,India,0,583700274
IND,India,0,152996951
IND,India,0,372058531
IND,India,0,446612023
IND,India,0,533927992
IND,India,0,378666659
IND,India,0,399542457
IND,India,0,232278725
IND,India,0,927864317
IND,India,0,435200036
IND,India,0,153379585
IND,India,0,409779736
IND,India,0,767533052
IND,India,0,318288317
IND,India,0,457466093
IND,India,0,481609416
IND,India,0,698155812
IND,India,0,895603900
IND,India,0,457621879
IND,India,0,989839595
IND,India,0,718377823
IND,India,0,667405420
IND,India,0,716753689
IND,India,0,196395750
IND,India,0,496593739
IND,India,0,379194669
IND,India,0,804795272
IND,India,0,899781269
IND,India,0,731718969
IND,India,0,342061042
IND,India,0,381563550
IND,India,0,995260861
IND,India,0,718300612
IND,India,0,870424251
IND,India,0,954682407
IND,India,0,519342018
IND,India,0,877455350
IND,India,0,595883896
IND,India,0,559995049
IND,India,0,599137601
IND,India,0,977376435
IND,India,0,874544882
IND,India,0,222386710
IND,India,0,627538401
IND,India,0,331385983
IND,India,0,537232258
IND,India,0,332028228
IND,India,0,248924634
IND,India,0,748867738
IND,India,0,246182919
IND,India,0,260205445
IND,India,0,631797930
IND,India,0,760733112
IND,India,1,722822347
IND,India,1,692600277
IND,India,1,363725868
IND,India,1,994864044
IND,India,1,222014377
IND,India,1,888523663
IND,India,1,532480536
IND,India,1,527680899
IND,India,1,206650363
IND,India,1,328677996
IND,India,1,334563297
IND,India,1,562889283
IND,India,1,677531169
IND,India,1,995867835
IND,India,1,909608080
IND,India,1,780280592
IND,India,1,625554100
IND,India,1,681714474
IND,India,1,480464748
IND,India,1,739839361
IND,India,1,664461187
IND,India,1,685734142
IND,India,1,986516709
IND,India,1,547187062
IND,India,1,755455027
IND,India,1,203416424
IND,India,1,127245246
IND,India,1,596729767
IND,India,1,965924912
IND,India,1,437791341
IND,India,1,862655712
IND,India,1,840855508
IND,India,1,890236567
IND,India,1,645984318
IND,India,1,124553395
IND,India,1,994749356
IND,India,1,669917220
IND,India,1,307066587
IND,India,1,114871155
IND,India,1,247156477
IND,India,1,288106349
IND,India,1,342511900
IND,India,1,245354612
IND,India,1,149046026
IND,India,1,422604388
IND,India,1,665085829
IND,India,1,646762437
IND,India,1,941822409
IND,India,1,702658121
IND,India,1,133205853
IND,India,1,215164382
IND,India,1,218010192
IND,India,1,916701495
IND,India,1,459750382
IND,India,1,345195006
IND,India,1,756366729
IND,India,1,994651032
IND,India,1,748994642
IND,India,1,712008523
IND,India,1,830757395
IND,India,1,511174138
IND,India,1,324998563
IND,India,1,534713025
IND,India,1,670787537
IND,India,1,483470230
IND,India,1,895501635
IND,India,1,933643208
IND,India,1,890420863
IND,India,1,811012614
IND,India,1,695116645
IND,India,1,796465782
IND,India,1,200502774
IND,India,1,295825717
IND,India,1,795387780
IND,India,1,819151816
IND,India,1,341661119
IND,India,1,347783060
IND,India,1,719135841
IND,India,1,139912525
IND,India,1,941782905
IND,India,1,165756265
IND,India,1,680566452
IND,India,1,406199719
IND,India,1,504992072
IND,India,1,906957017
IND,India,1,168931401
IND,India,1,256459760
IND,India,1,435808566
IND,India,1,727878791
IND,India,1,309829177
IND,India,1,121588426
IND,India,1,650199315
IND,India,1,356196928
IND,India,1,226188051
IND,India,1,358095682
IND,India,1,570387851
IND,India,1,543989392
IND,India,1,746230296
IND,India,1,707384403
IND,India,1,732246214
IND,India,1,824293586
IND,India,1,398459982
IND,India,1,857173648
IND,India,1,176865975
IND,India,1,786780657
IND,India,1,726788691
IND,India,1,734984357
IND,India,1,689391179
IND,India,1,287114236
IND,India,1,498605409
IND,India,1,418155600
IND,India,1,469367211
IND,India,1,283493137
IND,India,1,153154368
IND,India,1,330540301
IND,India,1,432850735
IND,India,1,820912950
IND,India,1,491270216
IND,India,1,604434855
IND,India,1,297522663
IND,India,1,654028343
IND,India,1,929339566
IND,India,1,170852945
IND,India,1,699142461
IND,India,1,166167963
IND,India,1,395307725
IND,India,1,851493113
IND,India,1,873026409
IND,India,1,253498347
IND,India,1,689309662
IND,India,1,322635450
IND,India,1,282444291
IND,India,1,706034938
IND,India,1,731897294
IND,India,1,123907303
IND,India,1,709907017
IND,India,1,494352360
IND,India,1,509009205
IND,India,1,513863429
IND,India,1,757243785
IND,India,1,902133568
IND,India,1,341098508
IND,India,1,180966219
IND,India,1,894466113
IND,India,1,411454008
IND,India,1,797058062
IND,India,1,675860309
IND,India,1,741179320
IND,India,1,980659655
IND,India,1,981036555
IND,India,1,789657409
IND,India,1,821665778
IND,India,1,834471575
IND,India,1,923783535
IND,India,1,538521985
IND,India,1,217775525
IND,India,1,742211178
IND,India,1,763631843
IND,India,1,440885690
IND,India,1,881778249
IND,India,1,316744597
IND,India,1,137127285
IND,India,1,998278805
IND,India,1,577455693
IND,India,1,470992894
IND,India,1,127968772
IND,India,1,197683558
IND,India,1,412188538
IND,India,1,120337622
IND,India,1,627048894
IND,India,1,699446725
IND,India,1,174774148
IND,India,1,248319948
IND,India,1,307565341
IND,India,1,969166911
IND,India,1,856474596
IND,India,1,552578171
IND,India,1,941345549
IND,India,1,308150621
IND,India,1,953138675
IND,India,1,663989606
IND,India,1,578248836
IND,India,1,826130205
IND,India,1,686999980
IND,India,1,186238420
IND,India,1,604886895
IND,India,1,220774045
IND,India,1,400291371
IND,India,1,185518909
IND,India,1,926477262
IND,India,1,947398770
IND,India,1,852447486
IND,India,1,346766006
IND,India,1,483390420
IND,India,1,605122667
IND,India,1,305323768
IND,India,1,691298641
IND,India,1,963942090
IND,India,1,412522201
IND,India,1,509139822
IND,India,1,360765162
IND,India,1,253715545
IND,India,1,452120496
IND,India,1,600877124
IND,India,1,290962334
IND,India,1,996539482
IND,India,1,896146893
IND,India,1,829662458
IND,India,1,404955558
IND,India,1,679383372
IND,India,1,553437263
IND,India,1,407901055
IND,India,1,998424743
IND,India,1,203680435
IND,India,1,254368138
IND,India,1,665293630
IND,India,1,294343646
IND,India,1,112643836
IND,India,1,410223488
IND,India,1,369013326
IND,India,1,215697363
IND,India,1,919208972
IND,India,1,566841901
IND,India,1,452188840
IND,India,1,557127673
IND,India,1,339980777
IND,India,1,916051031
IND,India,1,804752609
IND,India,1,657569093
IND,India,1,638973275
IND,India,1,261961467
IND,India,1,227446914
IND,India,1,398007604
IND,India,1,929458171
IND,India,2,232726830
IND,India,2,587644902
IND,India,2,359281553
IND,India,2,210409801
IND,India,2,980508538
IND,India,2,657545251
IND,India,2,523148928
IND,India,2,276020240
IND,India,2,499297445
IND,India,2,974677219
IND,India,2,633530724
IND,India,2,411772909
IND,India,2,390768322
IND,India,2,112692396
IND,India,2,552266150
IND,India,2,457109397
IND,India,2,443021046
IND,India,2,945499571
IND,India,2,138100031
IND,India,2,570969124
IND,India,2,251562519
IND,India,2,134039622
IND,India,2,892088063
IND,India,2,926571423
IND,India,2,733613368
IND,India,2,889240490
IND,India,2,626915392
IND,India,2,961689559
IND,India,2,454576131
IND,India,2,482486743
IND,India,2,647697181
IND,India,2,798154377
IND,India,2,297379221
IND,India,2,249040632
IND,India,2,859427043
IND,India,2,273080170
IND,India,2,959346707
IND,India,2,995912506
IND,India,2,239545425
IND,India,2,907725019
IND,India,2,270606057
IND,India,2,523123589
IND,India,2,497884450
IND,India,2,490136411
IND,India,2,611374599
IND,India,2,756302660
IND,India,2,167537435
IND,India,2,575144786
IND,India,2,114416696
IND,India,2,986746052
IND,India,2,620695232
IND,India,2,646998174
IND,India,2,623567492
IND,India,2,841719077
IND,India,2,831891339
IND,India,2,945591029
IND,India,2,218495670
IND,India,2,192856198
IND,India,2,735130098
IND,India,2,457210122
IND,India,2,556522435
IND,India,2,796153337
IND,India,2,328673566
IND,India,2,951393670
IND,India,2,914143786
IND,India,2,504542904
IND,India,2,563541149
IND,India,2,805740623
IND,India,2,493936405
IND,India,2,192574291
IND,India,2,693293436
IND,India,2,534627315
IND,India,2,629368864
IND,India,2,813178159
IND,India,2,723336772
IND,India,2,975599945
IND,India,2,642289815
IND,India,2,780774447
IND,India,2,791091772
IND,India,2,771411880
IND,India,2,264221131
IND,India,2,156105282
IND,India,2,423828050
IND,India,2,323758965
IND,India,2,282065643
IND,India,2,711751224
IND,India,2,614583420
IND,India,2,508559407
IND,India,2,693374536
IND,India,2,783255502
IND,India,2,252110211
IND,India,2,296291541
IND,India,2,310462673
IND,India,2,380528611
IND,India,2,327696777
IND,India,2,763712565
IND,India,2,335393917
IND,India,2,476722182
IND,India,2,483583047
IND,India,2,929551793
IND,India,2,148977082
IND,India,2,678957129
IND,India,2,480409057
IND,India,2,481804759
IND,India,2,480396923
IND,India,2,910032834
IND,India,2,511647148
IND,India,2,900700668
IND,India,2,958905484
IND,India,2,694714519
IND,India,2,244382501
IND,India,2,799131021
IND,India,2,133570818
IND,India,2,938396227
IND,India,2,759627004
IND,India,2,618901686
IND,India,2,422216588
IND,India,2,918815956
IND,India,2,929652576
IND,India,2,753551326
IND,India,2,152146132
IND,India,2,238935977
IND,India,2,622532980
IND,India,2,508218089
IND,India,2,290523313
IND,India,2,373992992
IND,India,2,231850963
IND,India,2,291683800
IND,India,2,454397314
IND,India,2,894768957
IND,India,2,128598098
IND,India,2,413471506
IND,India,2,887656987
IND,India,2,489670803
IND,India,2,930375154
IND,India,2,780500253
IND,India,2,475331614
IND,India,2,206094257
IND,India,2,464391715
IND,India,2,505460310
IND,India,2,130136289
IND,India,2,176680697
IND,India,2,423035643
IND,India,2,718447717
IND,India,2,200589528
IND,India,2,243285284
IND,India,2,242515746
IND,India,2,588513621
IND,India,2,558773059
IND,India,2,865893571
IND,India,2,398966508
IND,India,2,348213184
IND,India,2,760868754
IND,India,2,886407408
IND,India,2,204904618
IND,India,2,843403174
IND,India,2,884313448
IND,India,2,131924582
IND,India,2,768409891
IND,India,2,282455896
IND,India,2,678314266
IND,India,2,596009707
IND,India,2,138339717
IND,India,2,784513695
IND,India,2,979961488
IND,India,2,744862552
IND,India,2,142884440
IND,India,2,629317905
IND,India,2,821892219
IND,India,2,565516157
IND,India,2,262448863
IND,India,2,403512671
IND,India,2,212890855
IND,India,2,208747970
IND,India,2,393749592
IND,India,2,666266594
IND,India,2,330785740
IND,India,2,574666943
IND,India,2,755350472
IND,India,2,628913064
IND,India,2,623258794
IND,India,2,788592033
IND,India,2,169240460
IND,India,2,166509214
IND,India,2,482592963
IND,India,2,942286604
IND,India,2,252262603
IND,India,2,752039605
IND,India,2,693429554
IND,India,2,914389499
IND,India,2,839913460
IND,India,2,602550344
IND,India,2,136377861
IND,India,2,910316268
IND,India,2,777951201
IND,India,2,454936008
IND,India,2,767652209
IND,India,2,420050939
IND,India,2,111771239
IND,India,2,703067756
IND,India,2,680471351
IND,India,2,729412137
IND,India,2,802048852
IND,India,2,910291197
IND,India,2,549512964
IND,India,2,843776553
IND,India,2,271220766
IND,India,2,561822602
IND,India,2,816615128
IND,India,2,561195623
IND,India,2,233605149
IND,India,2,309317040
IND,India,2,839926493
IND,India,2,905643036
IND,India,2,980853162
IND,India,2,340429428
IND,India,2,351404698
IND,India,2,199612951
IND,India,2,894486178
IND,India,2,728301146
IND,India,2,690933010
IND,India,2,279144025
IND,India,2,380945473
IND,India,2,312244092
IND,India,2,743862568
IND,India,2,136203048
IND,India,2,675636678
IND,India,2,584496102
IND,India,2,993408347
IND,India,2,892728759
IND,India,2,485489279
IND,India,2,922752153
IND,India,2,614846197
IND,India,3,678985192
IND,India,3,755833943
IND,India,3,228699566
IND,India,3,817472464
IND,India,3,153647188
IND,India,3,348086122
IND,India,3,434224233
IND,India,3,243283896
IND,India,3,422500343
IND,India,3,532005806
IND,India,3,702102702
IND,India,3,350007375
IND,India,3,267270844
IND,India,3,242030439
IND,India,3,610308138
IND,India,3,869437091
IND,India,3,773457498
IND,India,3,794837544
IND,India,3,359989134
IND,India,3,655733027
IND,India,3,680059102
IND,India,3,790687871
IND,India,3,858997321
IND,India,3,743466108
IND,India,3,437931029
IND,India,3,184691238
IND,India,3,719076889
IND,India,3,150061652
IND,India,3,805665285
IND,India,3,257514312
IND,India,3,912204963
IND,India,3,262137309
IND,India,3,603903087
IND,India,3,836175147
IND,India,3,372127968
IND,India,3,624837820
IND,India,3,971038947
IND,India,3,278441321
IND,India,3,198360046
IND,India,3,554579318
IND,India,3,489120295
IND,India,3,447394039
IND,India,3,831976997
IND,India,3,733661423
IND,India,3,390927355
IND,India,3,556687895
IND,India,3,877118718
IND,India,3,638651564
IND,India,3,751599715
IND,India,3,789738015
IND,India,3,153720238
IND,India,3,257184562
IND,India,3,494320834
IND,India,3,202110031
IND,India,3,823711923
IND,India,3,229302319
