ISO3_code,Location,Age,person_id
AFG,Afghanistan,0,599252519
AFG,Afghanistan,0,672121787
AFG,Afghanistan,0,696909200
AFG,Afghanistan,0,211114303
AFG,Afghanistan,0,975145769
AFG,Afghanistan,0,669252325
AFG,Afghanistan,0,932094485
AFG,Afghanistan,0,174466546
AFG,Afghanistan,0,479924969
AFG,Afghanistan,0,340731765
AFG,Afghanistan,0,419836165
AFG,Afghanistan,0,619126372
AFG,Afghanistan,0,626200623
AFG,Afghanistan,1,555189643
AFG,Afghanistan,1,994382365
AFG,Afghanistan,1,534086269
AFG,Afghanistan,1,365398798
AFG,Afghanistan,1,816399074
AFG,Afghanistan,1,418318150
AFG,Afghanistan,1,990251634
AFG,Afghanistan,1,460142540
AFG,Afghanistan,1,364969344
AFG,Afghanistan,1,178869149
AFG,Afghanistan,1,176331105
AFG,Afghanistan,1,496898538
AFG,Afghanistan,2,340137950
AFG,Afghanistan,2,113783472
AFG,Afghanistan,2,527868320
AFG,Afghanistan,2,139976840
AFG,Afghanistan,2,293299823
AFG,Afghanistan,2,476706791
AFG,Afghanistan,2,501874417
AFG,Afghanistan,2,694601905
AFG,Afghanistan,2,691625023
AFG,Afghanistan,2,425367802
AFG,Afghanistan,2,819583483
AFG,Afghanistan,2,499484748
AFG,Afghanistan,3,284380167
AFG,Afghanistan,3,332909012
AFG,Afghanistan,3,733504832
AFG,Afghanistan,3,484623386
AFG,Afghanistan,3,909387622
AFG,Afghanistan,3,498516605
AFG,Afghanistan,3,479257536
AFG,Afghanistan,3,953651725
AFG,Afghanistan,3,473065217
AFG,Afghanistan,3,854100847
AFG,Afghanistan,3,812070833
AFG,Afghanistan,3,668917839
AFG,Afghanistan,4,581789859
AFG,Afghanistan,4,916779351
AFG,Afghanistan,4,475579229
AFG,Afghanistan,4,944109396
AFG,Afghanistan,4,963978297
AFG,Afghanistan,4,343228063
AFG,Afghanistan,4,654031123
AFG,Afghanistan,4,405032102
AFG,Afghanistan,4,738787862
AFG,Afghanistan,4,974541301
AFG,Afghanistan,4,429369965
AFG,Afghanistan,4,600006014
AFG,Afghanistan,5,548385831
AFG,Afghanistan,5,815852087
AFG,Afghanistan,5,632165166
AFG,Afghanistan,5,684795584
AFG,Afghanistan,5,117543821
AFG,Afghanistan,5,123032510
AFG,Afghanistan,5,971864377
AFG,Afghanistan,5,170521551
AFG,Afghanistan,5,580997241
AFG,Afghanistan,5,994923835
AFG,Afghanistan,5,966440403
AFG,Afghanistan,6,947652017
AFG,Afghanistan,6,665309674
AFG,Afghanistan,6,796583621
AFG,Afghanistan,6,121938358
AFG,Afghanistan,6,268245512
AFG,Afghanistan,6,645484148
AFG,Afghanistan,6,980712234
AFG,Afghanistan,6,398072445
AFG,Afghanistan,6,975634095
AFG,Afghanistan,6,987468382
AFG,Afghanistan,6,311222683
AFG,Afghanistan,7,330604079
AFG,Afghanistan,7,386141098
AFG,Afghanistan,7,970795539
AFG,Afghanistan,7,731985530
AFG,Afghanistan,7,599834632
AFG,Afghanistan,7,883812181
AFG,Afghanistan,7,726287215
AFG,Afghanistan,7,248868867
AFG,Afghanistan,7,283192065
AFG,Afghanistan,7,370474699
AFG,Afghanistan,7,321292459
AFG,Afghanistan,8,362325675
AFG,Afghanistan,8,997249970
AFG,Afghanistan,8,630678061
AFG,Afghanistan,8,864074731
AFG,Afghanistan,8,313647368
AFG,Afghanistan,8,607576314
AFG,Afghanistan,8,909244221
AFG,Afghanistan,8,815521828
AFG,Afghanistan,8,352403391
AFG,Afghanistan,8,342721416
AFG,Afghanistan,9,782830275
AFG,Afghanistan,9,998892632
AFG,Afghanistan,9,529434240
AFG,Afghanistan,9,477515176
AFG,Afghanistan,9,378750139
AFG,Afghanistan,9,539258685
AFG,Afghanistan,9,477837788
AFG,Afghanistan,9,322007741
AFG,Afghanistan,9,778158205
AFG,Afghanistan,9,569418457
AFG,Afghanistan,10,261976637
AFG,Afghanistan,10,846959742
AFG,Afghanistan,10,403797453
AFG,Afghanistan,10,250831465
AFG,Afghanistan,10,470605843
AFG,Afghanistan,10,807569323
AFG,Afghanistan,10,586800498
AFG,Afghanistan,10,639371506
AFG,Afghanistan,10,339493985
AFG,Afghanistan,10,824080880
AFG,Afghanistan,11,878105672
AFG,Afghanistan,11,195793573
AFG,Afghanistan,11,840746215
AFG,Afghanistan,11,903094699
AFG,Afghanistan,11,669263559
AFG,Afghanistan,11,586182595
AFG,Afghanistan,11,421438073
AFG,Afghanistan,11,336837623
AFG,Afghanistan,11,739324890
AFG,Afghanistan,12,990420694
AFG,Afghanistan,12,637719605
AFG,Afghanistan,12,482608173
AFG,Afghanistan,12,448055503
AFG,Afghanistan,12,467752770
AFG,Afghanistan,12,563617705
AFG,Afghanistan,12,973247635
AFG,Afghanistan,12,940773277
AFG,Afghanistan,12,860891913
AFG,Afghanistan,12,777512306
AFG,Afghanistan,13,384963913
AFG,Afghanistan,13,465473151
AFG,Afghanistan,13,533833509
AFG,Afghanistan,13,952994983
AFG,Afghanistan,13,885372797
AFG,Afghanistan,13,312222466
AFG,Afghanistan,13,934364522
AFG,Afghanistan,13,775612730
AFG,Afghanistan,13,527497086
AFG,Afghanistan,13,112905130
AFG,Afghanistan,14,659785965
AFG,Afghanistan,14,849055415
AFG,Afghanistan,14,403291084
AFG,Afghanistan,14,326872519
AFG,Afghanistan,14,414596922
AFG,Afghanistan,14,510485891
AFG,Afghanistan,14,205482126
AFG,Afghanistan,14,483378185
AFG,Afghanistan,14,984726188
AFG,Afghanistan,15,464984612
AFG,Afghanistan,15,976911928
AFG,Afghanistan,15,648535927
AFG,Afghanistan,15,426381512
AFG,Afghanistan,15,765041720
AFG,Afghanistan,15,859308033
AFG,Afghanistan,15,369782574
AFG,Afghanistan,15,189808513
AFG,Afghanistan,15,530263417
AFG,Afghanistan,16,841783891
AFG,Afghanistan,16,796696731
AFG,Afghanistan,16,523444894
AFG,Afghanistan,16,358898795
AFG,Afghanistan,16,791855527
AFG,Afghanistan,16,251215109
AFG,Afghanistan,16,753046206
AFG,Afghanistan,16,356821884
AFG,Afghanistan,16,683486310
AFG,Afghanistan,17,158573836
AFG,Afghanistan,17,881934168
AFG,Afghanistan,17,943698172
AFG,Afghanistan,17,290385736
AFG,Afghanistan,17,208722187
AFG,Afghanistan,17,656634474
AFG,Afghanistan,17,409464162
AFG,Afghanistan,17,676436684
AFG,Afghanistan,17,493181737
AFG,Afghanistan,18,865948571
AFG,Afghanistan,18,442070356
AFG,Afghanistan,18,317257694
AFG,Afghanistan,18,533066566
AFG,Afghanistan,18,212914697
AFG,Afghanistan,18,405686045
AFG,Afghanistan,18,848755302
AFG,Afghanistan,18,127830592
AFG,Afghanistan,19,130345694
AFG,Afghanistan,19,128195694
AFG,Afghanistan,19,667600291
AFG,Afghanistan,19,935832430
AFG,Afghanistan,19,646684079
AFG,Afghanistan,19,692197527
AFG,Afghanistan,19,343860858
AFG,Afghanistan,19,937730922
AFG,Afghanistan,20,198648153
AFG,Afghanistan,20,349415527
AFG,Afghanistan,20,912713786
AFG,Afghanistan,20,304866485
AFG,Afghanistan,20,247062769
AFG,Afghanistan,20,862838009
AFG,Afghanistan,20,926905866
AFG,Afghanistan,20,410966542
AFG,Afghanistan,21,155921502
AFG,Afghanistan,21,143042723
AFG,Afghanistan,21,266948353
AFG,Afghanistan,21,227882142
AFG,Afghanistan,21,167358332
AFG,Afghanistan,21,845296158
AFG,Afghanistan,21,515164695
AFG,Afghanistan,22,719339942
AFG,Afghanistan,22,328060187
AFG,Afghanistan,22,300687700
AFG,Afghanistan,22,349094356
AFG,Afghanistan,22,996370446
