ISO3_code,Location,Age,person_id
NLD,Netherlands,0,569908579
NLD,Netherlands,1,480310423
NLD,Netherlands,2,813527924
NLD,Netherlands,3,169536151
NLD,Netherlands,4,888353274
NLD,Netherlands,5,922081588
NLD,Netherlands,6,652510022
NLD,Netherlands,7,898769220
NLD,Netherlands,8,377776943
NLD,Netherlands,9,926474134
NLD,Netherlands,10,233936956
NLD,Netherlands,11,175490820
NLD,Netherlands,12,313851919
NLD,Netherlands,13,710259648
NLD,Netherlands,14,284019890
NLD,Netherlands,15,443392733
NLD,Netherlands,16,388150878
NLD,Netherlands,16,433654479
NLD,Netherlands,17,359030769
NLD,Netherlands,17,125796024
NLD,Netherlands,18,733093320
NLD,Netherlands,18,722354122
NLD,Netherlands,19,890365287
NLD,Netherlands,19,784076600
NLD,Netherlands,20,845682699
NLD,Netherlands,20,820978890
NLD,Netherlands,21,571590966
NLD,Netherlands,21,789747964
NLD,Netherlands,22,259234707
NLD,Netherlands,22,935436082
NLD,Netherlands,23,563151258
NLD,Netherlands,23,652368602
NLD,Netherlands,24,956715825
NLD,Netherlands,24,748494807
NLD,Netherlands,25,647638862
NLD,Netherlands,25,204020027
NLD,Netherlands,26,255217132
NLD,Netherlands,26,519892504
NLD,Netherlands,27,653438868
NLD,Netherlands,27,814101432
NLD,Netherlands,28,398073511
NLD,Netherlands,28,222217551
NLD,Netherlands,29,528144531
NLD,Netherlands,29,871374169
NLD,Netherlands,30,547442400
NLD,Netherlands,30,410598866
NLD,Netherlands,31,864156159
NLD,Netherlands,31,218649974
NLD,Netherlands,32,987866697
NLD,Netherlands,32,314715849
NLD,Netherlands,33,145403303
NLD,Netherlands,33,532524335
NLD,Netherlands,34,506436341
NLD,Netherlands,34,570923143
NLD,Netherlands,35,649464879
NLD,Netherlands,35,319189412
NLD,Netherlands,36,406023670
NLD,Netherlands,36,259753673
NLD,Netherlands,37,775121007
NLD,Netherlands,37,989148969
NLD,Netherlands,38,757785268
NLD,Netherlands,38,695491197
NLD,Netherlands,39,173772261
NLD,Netherlands,39,750451175
NLD,Netherlands,40,409871338
NLD,Netherlands,40,656485874
NLD,Netherlands,41,521155687
NLD,Netherlands,41,557432018
NLD,Netherlands,42,796950532
NLD,Netherlands,42,786317841
NLD,Netherlands,43,330050983
NLD,Netherlands,43,858015150
NLD,Netherlands,44,799553222
NLD,Netherlands,44,644939801
NLD,Netherlands,45,498025825
NLD,Netherlands,45,236993498
NLD,Netherlands,46,430385810
NLD,Netherlands,46,456268792
NLD,Netherlands,47,887302516
NLD,Netherlands,47,376106630
NLD,Netherlands,48,949167768
NLD,Netherlands,48,887505595
NLD,Netherlands,49,807655794
NLD,Netherlands,49,190746232
NLD,Netherlands,50,998454281
NLD,Netherlands,50,525822053
NLD,Netherlands,51,808215269
NLD,Netherlands,51,596722505
NLD,Netherlands,52,707632149
NLD,Netherlands,52,428465308
NLD,Netherlands,53,744843416
NLD,Netherlands,53,545689025
NLD,Netherlands,54,858325774
NLD,Netherlands,54,370123914
NLD,Netherlands,55,871373415
NLD,Netherlands,55,126803635
NLD,Netherlands,56,725000060
NLD,Netherlands,56,407469247
NLD,Netherlands,57,391294944
NLD,Netherlands,57,254028864
NLD,Netherlands,58,561168080
NLD,Netherlands,58,593418654
NLD,Netherlands,59,150313843
NLD,Netherlands,59,866788321
NLD,Netherlands,60,805650766
NLD,Netherlands,60,550602386
NLD,Netherlands,61,316694553
NLD,Netherlands,61,121132441
NLD,Netherlands,62,302888112
NLD,Netherlands,62,202715602
NLD,Netherlands,63,855394171
NLD,Netherlands,63,714881300
NLD,Netherlands,64,422857453
NLD,Netherlands,64,115114378
NLD,Netherlands,65,926799949
NLD,Netherlands,65,222955708
NLD,Netherlands,66,686046596
NLD,Netherlands,66,111750598
NLD,Netherlands,67,166908751
NLD,Netherlands,67,457144308
NLD,Netherlands,68,708612318
NLD,Netherlands,69,440588009
NLD,Netherlands,70,709230669
NLD,Netherlands,71,654161608
NLD,Netherlands,72,833878828
NLD,Netherlands,72,502623243
NLD,Netherlands,73,172663052
NLD,Netherlands,73,930223816
NLD,Netherlands,74,435540020
NLD,Netherlands,75,381599299
NLD,Netherlands,76,413944759
NLD,Netherlands,77,163294936
NLD,Netherlands,78,931009490
NLD,Netherlands,79,458829570
NLD,Netherlands,80,198619322
