ISO3_code,Location,Age,person_id
CHE,Switzerland,24,966530296
CHE,Switzerland,25,346835261
CHE,Switzerland,26,499937586
CHE,Switzerland,27,355910856
CHE,Switzerland,28,997746046
CHE,Switzerland,29,750231758
CHE,Switzerland,30,742903083
CHE,Switzerland,31,446551656
CHE,Switzerland,32,124683065
CHE,Switzerland,33,447089548
CHE,Switzerland,34,960933004
CHE,Switzerland,35,985504445
CHE,Switzerland,36,397724925
CHE,Switzerland,37,452464169
CHE,Switzerland,38,890226324
CHE,Switzerland,39,574084469
CHE,Switzerland,40,569163889
CHE,Switzerland,41,859240291
CHE,Switzerland,42,419630656
CHE,Switzerland,43,951549822
CHE,Switzerland,44,639069016
CHE,Switzerland,45,231703084
CHE,Switzerland,46,878100629
CHE,Switzerland,47,740854048
CHE,Switzerland,48,851198773
CHE,Switzerland,49,115438684
CHE,Switzerland,50,829519150
CHE,Switzerland,51,856607031
CHE,Switzerland,52,781042720
CHE,Switzerland,53,366935092
CHE,Switzerland,54,637900348
CHE,Switzerland,55,946267536
CHE,Switzerland,56,346035842
CHE,Switzerland,57,130170338
CHE,Switzerland,58,872679687
CHE,Switzerland,59,636244193
CHE,Switzerland,60,436948942
CHE,Switzerland,61,989748830
CHE,Switzerland,62,337527354
