Date;Berri 1;Br�beuf (donn�es non disponibles);C�te-Sainte-Catherine;Maisonneuve 1;Maisonneuve 2;du Parc;Pierre-Dupuy;Rachel1;St-Urbain (donn�es non disponibles)
01/01/2012;35;;0;38;51;26;10;16;
02/01/2012;83;;1;68;153;53;6;43;
03/01/2012;135;;2;104;248;89;3;58;
04/01/2012;144;;1;116;318;111;8;61;
05/01/2012;197;;2;124;330;97;13;95;
06/01/2012;146;;0;98;244;86;4;75;
07/01/2012;98;;2;80;108;53;6;54;
08/01/2012;95;;1;62;98;64;11;63;
09/01/2012;244;;2;165;432;198;12;173;
10/01/2012;397;;3;238;563;275;18;241;
11/01/2012;273;;0;182;443;258;12;194;
12/01/2012;157;;1;134;261;137;9;63;
13/01/2012;75;;0;41;105;64;2;0;
14/01/2012;32;;0;54;56;19;0;1;
15/01/2012;54;;0;33;60;18;0;0;
16/01/2012;168;;2;136;312;137;1;0
17/01/2012;155;;0;86;256;74;0;0
18/01/2012;139;;0;66;188;68;3;0
19/01/2012;191;;1;104;248;79;3;0
20/01/2012;161;;4;96;217;67;1;1
21/01/2012;53;;0;47;70;32;1;0
22/01/2012;71;;0;41;73;35;5;0
23/01/2012;210;;6;114;357;91;6;0
24/01/2012;299;;1;189;444;174;4;0
25/01/2012;334;;1;217;453;180;4;0
26/01/2012;306;;0;215;495;191;0;1
27/01/2012;91;;5;79;204;65;0;0
28/01/2012;80;;1;61;123;33;9;1
29/01/2012;87;;1;65;132;40;7;0
30/01/2012;219;;0;146;371;152;2;0
31/01/2012;186;;1;109;324;122;0;0
01/02/2012;138;;0;100;271;71;5;0
02/02/2012;217;;5;134;345;128;2;2
03/02/2012;174;;1;103;301;111;1;1
04/02/2012;84;;0;53;119;44;8;0
05/02/2012;72;;0;46;133;54;7;0
06/02/2012;248;;1;136;425;167;10;0
07/02/2012;316;;0;209;516;225;9;0
08/02/2012;271;;0;202;503;215;4;1
09/02/2012;342;;0;227;471;231;11;0
10/02/2012;303;;1;206;478;216;6;2
11/02/2012;71;;0;63;112;49;3;0
12/02/2012;78;;0;36;91;53;5;0
13/02/2012;211;;0;175;408;207;4;0
14/02/2012;318;;0;186;504;243;9;1
15/02/2012;307;;0;180;491;232;5;1
16/02/2012;386;;1;212;569;295;10;0
17/02/2012;332;;3;237;496;260;11;1
18/02/2012;220;;1;159;280;134;30;0
19/02/2012;169;;3;110;205;113;13;2
20/02/2012;303;;2;224;470;243;14;10
21/02/2012;441;;5;292;503;286;10;6
22/02/2012;375;;10;263;501;264;12;3
23/02/2012;397;;10;293;528;329;22;13
24/02/2012;243;;4;187;313;137;4;13
25/02/2012;62;;0;48;52;18;2;5
26/02/2012;78;;0;76;47;35;4;0
27/02/2012;119;;4;94;298;134;3;5
28/02/2012;195;;0;158;350;168;9;3
29/02/2012;242;;0;164;446;190;7;4
01/03/2012;92;;0;56;199;63;0;14
02/03/2012;143;;0;56;283;77;7;1
03/03/2012;82;;0;65;133;47;2;0
04/03/2012;107;;2;79;138;60;15;0
05/03/2012;155;;1;114;363;157;8;2
06/03/2012;269;;0;192;437;170;10;0
07/03/2012;438;;3;290;715;266;28;0
08/03/2012;348;;6;238;530;270;9;9
09/03/2012;371;;8;279;575;268;8;38
10/03/2012;182;;13;162;296;165;0;58
11/03/2012;380;;60;253;540;289;0;285
12/03/2012;802;;179;618;1265;747;0;548
13/03/2012;442;;145;321;769;425;0;325
14/03/2012;469;;146;313;739;451;0;336
15/03/2012;724;;244;562;1021;631;63;565
16/03/2012;423;;149;305;695;419;9;422
17/03/2012;681;;287;422;872;468;334;1008
18/03/2012;1940;;856;1036;1923;1021;1128;2477
19/03/2012;1821;;1024;1278;2581;1609;506;2058
20/03/2012;2481;;1261;1709;3130;1955;762;2609
21/03/2012;2829;;1558;1893;3510;2225;993;2846
22/03/2012;2195;;1030;1640;2654;1958;548;2254
23/03/2012;2115;;1143;1512;2955;1791;663;2325
24/03/2012;753;;336;517;1001;635;277;1035
25/03/2012;520;;243;309;691;427;145;723
26/03/2012;968;;564;729;1493;965;130;1168
27/03/2012;1049;;517;774;1576;972;163;1207
28/03/2012;435;;179;329;709;486;28;529
29/03/2012;878;;406;646;1264;807;78;937
30/03/2012;1157;;529;910;1596;957;196;1288
31/03/2012;980;;499;587;1083;706;524;1370
01/04/2012;662;;341;442;824;471;168;1086
02/04/2012;1937;;967;1537;2853;1614;394;2122
03/04/2012;2416;;1078;1791;3556;1880;513;2450
04/04/2012;2211;;933;1674;2956;1666;274;2242
05/04/2012;2424;;1036;1823;3273;1699;355;2463
06/04/2012;1633;;650;1045;1913;975;621;2138
07/04/2012;1208;;494;739;1445;709;598;1566
08/04/2012;1164;;560;621;1333;704;792;1533
